player,n_events,sg_total,sg_ott,sg_app,sg_arg,sg_putt,made_cut_rate,wins,top10s,cluster_abs,cluster_res,stability_abs,stability_res
Bryson DeChambeau,104,0.8142307692307693,0.6270192307692307,0.15201923076923077,-0.013653846153846157,0.04817307692307692,0.7403846153846154,8,33,0,0,0.92,0.7
Bubba Watson,106,0.32764150943396225,0.6901886792452829,0.027830188679245284,-0.17660377358490564,-0.2141509433962264,0.7358490566037735,3,22,0,0,0.935,0.555
Bud Cauley,90,0.12233333333333334,-0.0391111111111111,0.1938888888888889,0.205,-0.2378888888888889,0.6666666666666666,0,12,0,2,0.845,0.69
Byeong Hun An,102,-0.08068627450980394,0.20254901960784313,0.1369607843137255,0.2788235294117647,-0.6988235294117647,0.7058823529411765,0,14,0,2,0.875,0.98
C.T. Pan,116,-0.09939655172413794,0.00474137931034483,0.08499999999999999,0.05818965517241379,-0.2711206896551724,0.6120689655172413,1,10,0,2,0.91,0.88
Cameron Champ,84,-0.753095238095238,0.6691666666666667,-0.37333333333333335,-0.49107142857142855,-0.5051190476190476,0.5357142857142857,3,8,1,0,0.85,0.65
Cameron Davis,83,0.009156626506024104,0.12096385542168674,0.11385542168674698,-0.14433734939759035,-0.05216867469879518,0.6506024096385542,1,7,0,0,0.91,0.715
Cameron Percy,91,-0.2820879120879121,-0.10175824175824176,0.1657142857142857,-0.09483516483516484,-0.23538461538461536,0.5824175824175825,0,4,0,2,0.89,0.79
Cameron Smith,127,-0.004409448818897638,-0.19464566929133859,-0.0894488188976378,0.16015748031496063,0.12299212598425198,0.6771653543307087,3,19,2,3,0.95,0.885
Cameron Tringale,146,-0.1684931506849315,-0.4645205479452054,0.16856164383561645,0.1752054794520548,-0.033219178082191776,0.6232876712328768,0,13,2,3,0.94,0.985
Cameron Young,20,0.6839999999999999,0.6729999999999999,-0.22149999999999997,0.13899999999999998,-0.059,0.6,0,5,0,0,0.905,0.53
